condition,drugName,mean_p
Erectile Dysfunction,Muse,0.247946018
Erectile Dysfunction,Sildenafil,0.207028228
Erectile Dysfunction,Staxyn,0.526073538
Erectile Dysfunction,Stendra,0.172692817
Erectile Dysfunction,Tadalafil,0.212216844
Erectile Dysfunction,Vardenafil,0.185226537
Erectile Dysfunction,Viagra,0.271717102
Erosive Esophagitis,Dexilant,2.771254406
Erosive Esophagitis,Dexlansoprazole,2.983022095
Erosive Esophagitis,Esomeprazole,1.422475446
Erosive Esophagitis,Kapidex,0.555466685
Erosive Esophagitis,Lansoprazole,1.249780311
Erosive Esophagitis,Nexium,1.200422298
Erosive Esophagitis,Omeprazole,2.82671402
Erosive Esophagitis,Pantoprazole,0.522503496
Erosive Esophagitis,Prilosec,2.832773447
Erosive Esophagitis,Protonix,1.403189267
Erosive Esophagitis,Rabeprazole,0.639800961
Erosive Esophagitis,Ranitidine,0
Erosive Esophagitis,Zantac,6.338162965
Erosive Esophagitis,Zegerid,0.951594633
Esophageal Candidiasis,Diflucan,168.4011015
Expectoration,Acetylcysteine,28.24943364
Expectoration,Mucinex DM Maximum Strength,0
Extrapyramidal Reaction,Amantadine,0.965792603
Extrapyramidal Reaction,Artane,0.2678357
Extrapyramidal Reaction,Benztropine,1.129017229
Extrapyramidal Reaction,Diphenhydramine,3.621722261
Extrapyramidal Reaction,Procyclidine,0
Extrapyramidal Reaction,Trihexyphenidyl,0.743570381
Eye Redness,FML Forte Liquifilm,3.564044476
Eye Redness,FreshKote,2.456379137
Eye Redness,GenTeal,0.620866673
Eye Redness,Lacrisert,0.413911116
Eye Redness,Ocular lubricant,1.032408485
Eye Redness,Systane,3.586320141
Eye Redness,Systane Balance,0.557677786
Eye Redness,Naphazoline / pheniramine,2.055734782
Eye Redness,Opcon-A,1.740885758
Eye Redness,Tetrahydrozoline / zinc sulfate,0.681220481
Eye Redness,Visine Totality Multi-Symptom Relief,0.55899968
Eyelash Hypotrichosis,Bimatoprost,2.7049794
Eyelash Hypotrichosis,Latisse,11.58951124
GERD,Aciphex,0.187910781
GERD,Aluminum hydroxide / magnesium trisilicate,0.075099129
GERD,Calcium carbonate,0.099419827
GERD,Carafate,0.475674548
GERD,Cimetidine,0.005467429
GERD,Dexilant,0.278596649
GERD,Dexlansoprazole,0.230799465
GERD,Esomeprazole,0.210378054
GERD,Famotidine,0.111499257
GERD,Kapidex,0.082034717
GERD,Lansoprazole,0.20707747
GERD,Metoclopramide,0.095715955
GERD,Nexium,0.193453934
GERD,Nizatidine,0.061545607
GERD,Omeprazole,0.263968345
GERD,Omeprazole / sodium bicarbonate,0.098678176
GERD,Pantoprazole,0.191300117
GERD,Prevacid,0.160232697
GERD,Prevacid OTC,0.099419827
GERD,Prevacid SoluTab,0.017470806
GERD,Prilosec,0.39640914
GERD,Prilosec OTC,0.20594107
GERD,Propulsid,0.035507081
GERD,Protonix,0.433003962
GERD,Rabeprazole,0.128417712
GERD,Ranitidine,0.22642407
GERD,Reglan,0.154738941
GERD,Sucralfate,0.278563074
GERD,Zantac,0.464833083
GERD,Zantac 150,0.438397863
GERD,Zegerid,0.130595329
GERD,Zegerid OTC,0.042608497
Gas,Devrom,0.965792603
Gas,E-Z-Gas II,0.724344452
Gas,Gas-X,13.05435208
Gas,Gelusil,0.557677786
Gas,Mylanta Gas,0.241448151
Gas,Simethicone,8.772616144
Gastric Ulcer Maintenance Treatment,Ranitidine,17.48390784
Gastric Ulcer Maintenance Treatment,Zantac,22.38224357
Gastritis,Lansoprazole,0
Gastritis,Pantoprazole,13.50936125
Gastroenteritis,Doxycycline,0.155216668
Gastroenteritis,Ondansetron,3.735044881
Gastroenteritis,Zofran,4.751341255
Gastroenteritis,Zofran ODT,2.482102403
Gastrointestinal Decontamination,MoviPrep,30.42246699
Gastrointestinal Decontamination,Polyethylene glycol 3350 with electrolytes,14.87165508
Gastrointestinal Hemorrhage,Omeprazole / sodium bicarbonate,13.55549061
Gastrointestinal Hemorrhage,Zegerid,13.55549061
Gastrointestinal Stromal Tum,Gleevec,13.30318832
Gastrointestinal Stromal Tum,Imatinib,11.4039978
Gastrointestinal Stromal Tum,Regorafenib,2.434751332
Gastroparesis,Metoclopramide,4.098133962
Gastroparesis,Reglan,3.978093684
Gaucher Disease,Cerezyme,0
Gaucher Disease,Imiglucerase,0
Gender Dysphoria,Testosterone,10.86516678
Generalized Anxiety Disorde,Celexa,0.328570551
Generalized Anxiety Disorde,Citalopram,0.182159178
Generalized Anxiety Disorde,Cymbalta,0.248511385
Generalized Anxiety Disorde,Duloxetine,0.205006005
Generalized Anxiety Disorde,Effexor XR,0.229965115
Generalized Anxiety Disorde,Escitalopram,0.174051614
Generalized Anxiety Disorde,Lexapro,0.238500841
Generalized Anxiety Disorde,Lyrica,0.214418845
Generalized Anxiety Disorde,Paroxetine,0.117808593
Generalized Anxiety Disorde,Paxil,0.195867147
Generalized Anxiety Disorde,Paxil CR,0.215881816
Generalized Anxiety Disorde,Pregabalin,0.299505449
Generalized Anxiety Disorde,Quetiapine,0.209861942
Generalized Anxiety Disorde,Seroquel,0.272327615
Generalized Anxiety Disorde,Seroquel XR,0.255232701
Generalized Anxiety Disorde,Sertraline,0.10689824
Generalized Anxiety Disorde,Venlafaxine,0.166309284
Giardiasis,Metronidazole,2.669691729
Giardiasis,Paromomycin,0.418258339
Gingivitis,Chlorhexidine,13.21003567
Gingivitis,Peridex,28.68404031
Gingivitis,Periogard,26.51100695
Glaucoma,Acetazolamide,4.948836431
Glaucoma,Brimonidine / timolol,3.076584164
Glaucoma,Combigan,1.17112335
Glaucoma,Diamox,5.707201466
Glaucoma,Azopt,0.603390439
Glaucoma,Bimatoprost,1.121407287
Glaucoma,Brimonidine,0.224796554
Glaucoma,Brimonidine / brinzolamide,0.105323485
Glaucoma,Brinzolamide,0.603390439
Glaucoma,Cosopt,0.674389662
Glaucoma,Dorzolamide,0.224796554
Glaucoma,Dorzolamide / timolol,0.412683521
Glaucoma,Latanoprost,3.038751199
Glaucoma,Lumigan,1.833843126
Glaucoma,Simbrinza,1.596156329
Glaucoma,Timoptic Ocudose,0.25514636
Glaucoma,Travoprost,0.760925871
Glaucoma,Trusopt,0.224796554
Glaucoma,Xalatan,2.598974345
Glaucoma,Brimonidine / timolol,8.692133427
Glioblastoma Multi,Bevacizumab,178.1887352
Glioblastoma Multiforme,Avastin,32.7623608
Glioblastoma Multiforme,Temodar,19.59275007
Gonadotropin Inhibition,Ethinyl estradiol / norethindrone,26.07640028
"Gonococcal Infection, Disseminated",Ceftriaxone,1.761695087
"Gonococcal Infection, Uncomplicated",Azithromycin,0
"Gonococcal Infection, Uncomplicated",Ciprofloxacin,5.070411166
"Gonococcal Infection, Uncomplicated",Rocephin,2.788388928
Gout,Allopurinol,2.214094968
Gout,Benemid,0.68850488
Gout,Febuxostat,1.316870931
Gout,Krystexxa,0.984460997
Gout,Pegloticase,1.234678044
Gout,Probenecid,0.520608874
Gout,Uloric,1.586979668
Gout,Zurampic,0.170423985
Gout,Advil,0.917502973
Gout,Advil Liqui-Gels,0.873695197
Gout,Aleve,0.240440969
Gout,Clinoril,0.316017412
Gout,Colchicine,0.466426003
Gout,Colcrys,0.59763498
Gout,Fenoprofen,0.14486889
Gout,Ibuprofen,0.627765192
Gout,Indocin,1.201540866
Gout,Indomethacin,0.780637074
Gout,Ketoprofen,0.072434445
Gout,Medrol Dosepak,1.280500753
Gout,Methylprednisolone,0.558300479
Gout,Naproxen,0.680952065
Gout,Solu-Medrol,0.650624083
Gout,Tolmetin,0
Gout,Colchicine,17.38426685
Gouty Arthritis,Prednisone,8.467666923
Gouty Arthritis,Probenecid and Colchicine,0.395096974
Gouty Arthritis,Sulfinpyrazone,0.672079845
Granuloma Annulare,Fluocinonide,6.51910007
Granuloma Annulare,Halobetasol,2.698838353
HIV Infection,Abacavir / dolutegravir / lamivudine,0.100186338
HIV Infection,Abacavir / lamivudine,0.02199278
HIV Infection,Abacavir / lamivudine / zidovudine,0.005932742
HIV Infection,Atripla,0.126338998
HIV Infection,Cobicistat / darunavir,0.02373097
HIV Infection,Cobicistat / elvitegravir / emtricitabine / tenofovir,0.131717104
HIV Infection,Cobicistat / elvitegravir / emtricitabine / tenofovir alafenamide,0.065612867
HIV Infection,Complera,0.10391007
HIV Infection,Darunavir,0.101136274
HIV Infection,Dolutegravir,0.007054073
HIV Infection,Efavirenz,0.010012094
HIV Infection,Efavirenz / emtricitabine / tenofovir,0.109081747
HIV Infection,Emtricitabine / rilpivirine / tenofovir,0.102149237
HIV Infection,Emtricitabine / rilpivirine / tenofovir alafenamide,0.30394839
HIV Infection,Emtricitabine / tenofovir,0.054247341
HIV Infection,Enfuvirtide,0.023697104
HIV Infection,Epzicom,0.02199278
HIV Infection,Etravirine,0.021272558
HIV Infection,Fuzeon,0.023697104
HIV Infection,Genvoya,0.096920507
HIV Infection,Isentress,0.048893029
HIV Infection,Kaletra,0.030823168
HIV Infection,Lamivudine,0.017727814
HIV Infection,Nevirapine,0.023117376
HIV Infection,Norvir,0
HIV Infection,Raltegravir,0.034481437
HIV Infection,Selzentry,0.030823168
HIV Infection,Stribild,0.103696752
HIV Infection,Tivicay,0.023216816
HIV Infection,Triumeq,0.117717694
HIV Infection,Truvada,0.082109625
HIV Infection,Viramune,0
Hashimoto's disease,Armour Thyroid,1.937250078
Hashimoto's disease,Levothroid,0.988802367
Hashimoto's disease,Levothyroxine,0.87919819
Hashimoto's disease,Levoxyl,0.169421099
Hashimoto's disease,Nature-Throid,2.548631763
Hashimoto's disease,Synthroid,0.924025909
Hashimoto's disease,Thyroid desiccated,2.028259543
Hashimoto's disease,Tirosint,1.827802364
Head Injury,Amantadine,5.681623704
Head Lice,Benzyl alcohol,0
Head Lice,Ivermectin,0.820919302
Head Lice,Malathion,2.492597086
Head Lice,Natroba,3.140409114
Head Lice,Ovide,3.86672112
Head Lice,RID,0
Head Lice,Sklice,0.555960838
Head Lice,Spinosad,3.898677493
Head and Neck Cance,Keytruda,17.38426685
Headache,Acetaminophen / butalbital,0.213927124
Headache,Acetaminophen / butalbital / caffeine,0.240296258
Headache,Acetaminophen / butalbital / caffeine / codeine,0.253694842
Headache,Acetaminophen / caffeine,0.065696357
Headache,Acetaminophen / caffeine / isometheptene mucate,0.043001161
Headache,Acetaminophen / dichloralphenazone / isometheptene mucate,0.059737766
Headache,Acetaminophen / diphenhydramine,0.029890063
Headache,Acetaminophen / phenyltoloxamine,0.070749923
Headache,Advil,0.010107132
Headache,Advil Migraine,0.060642791
Headache,Aleve,0.154948354
Headache,Anaprox-DS,0.054470853
Headache,Aspirin / butalbital / caffeine,0.126902255
Headache,Aspirin / butalbital / caffeine / codeine,0.084939827
Headache,Bupap,0.201116736
Headache,Butalbital Compound,0.205139769
Headache,Dolgic Plus,0.073119923
Headache,Epidrin,0.030321396
Headache,Esgic,0.086375561
Headache,Esgic-Plus,0.11689164
Headache,Excedrin PM,0
Headache,Fioricet,0.309840167
Headache,Fioricet with Codeine,0.155447868
Headache,Fiorinal,0.131712044
Headache,Fiorinal with Codeine,0.00778155
Headache,Ibuprofen,0.073971824
Headache,Naproxen,0.326059557
Headache,Prodrin,0.07913651
Headache,Trazodone,0.963587102
Headache,Tylenol PM,0.121285583
Heart Attack,Aspirin,0.599457478
Heart Attack,Clopidogrel,4.473730523
Heart Attack,Lisinopril,1.906815258
Heart Attack,Metoprolol,1.049050586
Heart Attack,Metoprolol Tartrate,5.596012909
Heart Attack,Nitro-Bid,0.599457478
Heart Attack,Nitroglycerin,0.599457478
Heart Attack,Nitrolingual Pumpspray,1.730724162
Heart Attack,Plavix,8.490594283
Heart Attack,Ramipril,2.769091133
Heart Attack,Warfarin,0.23410007
Heart Failure,Amlodipine,1.40173065
Heart Failure,Bisoprolol,0.893075169
Heart Failure,Carvedilol,2.432449095
Heart Failure,Coreg,2.658403748
Heart Failure,Digoxin,0.539283774
Heart Failure,Entresto,1.333736005
Heart Failure,Furosemide,1.492164886
Heart Failure,Isosorbide mononitrate,1.468110062
Heart Failure,Lisinopril,0.528575681
Heart Failure,Mavik,0.41305894
Heart Failure,Norvasc,1.174612625
Heart Failure,Quinapril,1.820649569
Heart Failure,Sacubitril / valsartan,1.547289582
Heart Failure,Spironolactone,7.866787424
Helicobacter Pylori Infection,Aciphex,0.111030901
Helicobacter Pylori Infection,Amoxicillin,0.448757425
Helicobacter Pylori Infection,Amoxicillin / clarithromycin / lansoprazole,0.306240895
Helicobacter Pylori Infection,Amoxil,0.549536504
Helicobacter Pylori Infection,Bismuth subcitrate potassium / metronidazole / tetracycline,0.326686748
Helicobacter Pylori Infection,Clarithromycin,0.132405181
Helicobacter Pylori Infection,Esomeprazole,0.417797806
Helicobacter Pylori Infection,Lansoprazole,0.153272937
Helicobacter Pylori Infection,Metronidazole,0.134156276
Helicobacter Pylori Infection,Nexium,0.403857585
Helicobacter Pylori Infection,Prevpac,0.350250706
Helicobacter Pylori Infection,Pylera,0.267792443
Helicobacter Pylori Infection,Rabeprazole,0.214425947
Hemophilia B,Alphanine SD,0
Hemorrhoids,Analpram-HC,1.189114132
Hemorrhoids,Anucort-HC,0.639127458
Hemorrhoids,Dibucaine,0.44738922
Hemorrhoids,Hydrocortisone,2.141076984
Hemorrhoids,Hydrocortisone / lidocaine,0.255650983
Hemorrhoids,Hydrocortisone / pramoxine,1.529744494
Hemorrhoids,Lidocaine,0.430986933
Hemorrhoids,Nupercainal,1.232606113
Hemorrhoids,Pramoxine,0.248270292
Hemorrhoids,Proctofoam,1.03950927
Hemorrhoids,Proctofoam HC,1.981295119
Hemorrhoids,Proctosol-HC,2.853998079
Hemorrhoids,RectiCare,0.434947063
Hepatic Encephalopathy,Lactulose,29.87920865
Hepatic Encephalopathy,Rifaximin,9.235391766
Hepatic Encephalopathy,Xifaxan,2.647974446
Hepatic Tum,Sorafenib,2.173033357
Hepatitis B,Lamivudine,1.254775017
Hepatitis B,Tenofovir,11.78210556
Hepatitis B,Viread,3.263798546
Hepatitis C,Boceprevir,0.047562871
Hepatitis C,Copegus,0.228301781
Hepatitis C,Daclatasvir,0.076746191
Hepatitis C,Daklinza,0.084023731
Hepatitis C,Dasabuvir / ombitasvir / paritaprevir / ritonavir,0.161308344
Hepatitis C,Elbasvir / grazoprevir,0.124360245
Hepatitis C,Epclusa,0.129615369
Hepatitis C,Harvoni,0.255242676
Hepatitis C,Incivek,0.116006786
Hepatitis C,Interferon alfa-2b,0.020819959
Hepatitis C,Ledipasvir / sofosbuvir,0.247571456
Hepatitis C,Mavyret,0.176195123
Hepatitis C,Olysio,0.146931081
Hepatitis C,Pegasys,0.067909964
Hepatitis C,Peginterferon alfa-2a,0.086998666
Hepatitis C,Ribasphere,0.077332148
Hepatitis C,Ribavirin,0.050790685
Hepatitis C,Sofosbuvir,0.123456833
Hepatitis C,Sofosbuvir / velpatasvir,0.095914006
Hepatitis C,Sovaldi,0.180580583
Hepatitis C,Telaprevir,0.076100594
Hepatitis C,Viekira Pak,0.147817738
Hepatitis C,Zepatier,0.138708929
Hepatocellular Carcinoma,Nexavar,34.29718381
Hepatocellular Carcinoma,Sorafenib,1.085171074
Herbal Supplementation,Bee pollen,0
Herbal Supplementation,Fenugreek,1.844744384
Herbal Supplementation,Ginkgo,0
Herbal Supplementation,Ginseng,7.160043642
Herbal Supplementation,Lecithin,15.01657097
Herbal Supplementation,Pennyroyal,1.254775017
Herbal Supplementation,S-adenosylmethionine,3.675420865
Hereditary Angioedema,C1 esterase inhibitor (human),1.600160912
Hereditary Angioedema,Cinryze,1.067717157
Hereditary Angioedema,Firazyr,1.086516678
Hereditary Angioedema,Icatibant,0.814887509
Hereditary Angioedema,Ruconest,6.746193469
Herpes Simplex,Abreva,0.146336785
Herpes Simplex,Acyclovir,0.347009189
Herpes Simplex,Docosanol,0.140190386
Herpes Simplex,Lysine,0.246504018
Herpes Simplex,Zovirax,0.471260246
Herpes Simplex Dendritic Keratitis,Ganciclovir,2.871077746
Herpes Simplex Dendritic Keratitis,Zirgan,2.819662526
"Herpes Simplex, Mucocutaneous ,Immunocompetent Host",Acyclovir,0
"Herpes Simplex, Mucocutaneous ,Immunocompetent Host",Famciclovir,1.562609553
"Herpes Simplex, Mucocutaneous ,Immunocompetent Host",Famvir,4.780673385
"Herpes Simplex, Mucocutaneous ,Immunocompetent Host",Valacyclovir,0.869213343
"Herpes Simplex, Mucocutaneous ,Immunocompetent Host",Valtrex,4.780673385
"Herpes Simplex, Mucocutaneous,Immunocompromised Host",Valacyclovir,43.90031481
"Herpes Simplex, Mucocutaneous,Immunocompromised Host",Valtrex,45.63370049
"Herpes Simplex, Suppression",Acyclovir,1.11542435
"Herpes Simplex, Suppression",Famvir,1.63914859
"Herpes Simplex, Suppression",Lysine,1.360363074
"Herpes Simplex, Suppression",Valacyclovir,1.10477414
"Herpes Simplex, Suppression",Valtrex,1.733670261
"Herpes Simplex, Suppression",Zovirax,1.503491552
Herpes Zoste,Acyclovir,2.904297568
Herpes Zoste,Famciclovir,6.366840891
Herpes Zoste,Valacyclovir,5.003136721
Herpes Zoste,Valtrex,4.655451658
Herpes Zoste,Zovirax,2.607640028
"Herpes Zoster, Prophylaxis",Zoster vaccine live,7.391911645
Hiccups,Chlorpromazine,2.799855476
Hiccups,Lioresal,16.5242062
Hiccups,Thorazine,5.221656144
Hidradenitis Suppurativa,Humira,13.45857484
High Blood Pressure,Aldactone,0.284549347
High Blood Pressure,Aldomet,0.050633787
High Blood Pressure,Aliskiren,0.058549783
High Blood Pressure,Aliskiren / hydrochlorothiazide,0.069221383
High Blood Pressure,Altace,0.233949541
High Blood Pressure,Amlodipine,0.146572179
High Blood Pressure,Amlodipine / atorvastatin,0.042194822
High Blood Pressure,Amlodipine / benazepril,0.053901391
High Blood Pressure,Amlodipine / hydrochlorothiazide / olmesartan,0.017112654
High Blood Pressure,Amlodipine / olmesartan,0.061444323
High Blood Pressure,Amlodipine / telmisartan,0.036072089
High Blood Pressure,Atacand,0.067091732
High Blood Pressure,Atenolol,0.054320565
High Blood Pressure,Atenolol / chlorthalidone,0.009537333
High Blood Pressure,Avalide,0.015700188
High Blood Pressure,Avapro,0.1228574
High Blood Pressure,Azilsartan medoxomil,0.039427941
High Blood Pressure,Azilsartan medoxomil / chlorthalidone,0.032444688
High Blood Pressure,Azor,0.04526522
High Blood Pressure,Benazepril,0.031471333
High Blood Pressure,Benicar,0.084569871
High Blood Pressure,Benicar HCT,0.017001179
High Blood Pressure,Bisoprolol,0.157623573
High Blood Pressure,Bisoprolol / hydrochlorothiazide,0.023106677
High Blood Pressure,Bystolic,0.092587702
High Blood Pressure,Calan SR,0.007272644
High Blood Pressure,Candesartan,0.038507134
High Blood Pressure,Cardizem,0.169937844
High Blood Pressure,Cardizem LA,0.025988868
High Blood Pressure,Cartia XT,0.111612012
High Blood Pressure,Carvedilol,0.11873591
High Blood Pressure,Catapres-TTS,0.104078419
High Blood Pressure,Chlorthalidone,0.047429861
High Blood Pressure,Clonidine,0.095511738
High Blood Pressure,Coreg,0.156578008
High Blood Pressure,Coreg CR,0.070140381
High Blood Pressure,Cozaar,0.287456056
High Blood Pressure,Diltiazem,0.085907931
High Blood Pressure,Diovan,0.14250985
High Blood Pressure,Diovan HCT,0.050358749
High Blood Pressure,Doxazosin,0.081939849
High Blood Pressure,Dyazide,0.156274675
High Blood Pressure,Edarbi,0.015766822
High Blood Pressure,Edarbyclor,0.006344502
High Blood Pressure,Enalapril,0.034376962
High Blood Pressure,Eplerenone,0.027376971
High Blood Pressure,Exforge,0.059352509
High Blood Pressure,Felodipine,0.033755858
High Blood Pressure,Furosemide,0.065401975
High Blood Pressure,Guanfacine,0.028380042
High Blood Pressure,Hydralazine,0.094561653
High Blood Pressure,Hydrochlorothiazide,0.10486644
High Blood Pressure,Hydrochlorothiazide / irbesartan,0.009500085
High Blood Pressure,Hydrochlorothiazide / lisinopril,0.100316053
High Blood Pressure,Hydrochlorothiazide / losartan,0.080157909
High Blood Pressure,Hydrochlorothiazide / olmesartan,0.015102336
High Blood Pressure,Hydrochlorothiazide / telmisartan,0.018016796
High Blood Pressure,Hydrochlorothiazide / triamterene,0.076219814
High Blood Pressure,Hydrochlorothiazide / valsartan,0.043216266
High Blood Pressure,Hyzaar,0.111744441
High Blood Pressure,Indapamide,0.008438964
High Blood Pressure,Inderal,0.045168421
High Blood Pressure,Inspra,0.021097411
High Blood Pressure,Irbesartan,0.08502522
High Blood Pressure,Lasix,0.067474628
High Blood Pressure,Lisinopril,0.101053948
High Blood Pressure,Lopressor,0.12773667
High Blood Pressure,Losartan,0.154160847
High Blood Pressure,Lotensin,0.063292234
High Blood Pressure,Lotrel,0.075710676
